"compet" "K" "fs" "fa" "probamating" "G" "b" "pmut" "mean_dist" "c" "run" "max.X.sex" "max.X.sex.t" "mix" "max.nb.sex" "max.nb.sex.t" "nb.all.end" "nb.sex.end" "X.all.end" "X.sex.end" "end.t" "mean.X.sex" "mean.X.asex" "sd.X.sex" "sd.X.asex" "seed"
"2100" "_ded_" "10" "4" "3" "1" "3" "1" "0.005" "3" "5" "500" 30 13 0.209155285786545 4427 8 15298 267 53 28 16 16.6779026217228 26.7419998669417 6.46805325254051 15.505338885827 42
"3100" "_ded_" "10" "5" "2" "1" "2" "1" "5e-04" "2.4" "0.5" "361" 190 998 0.998754222972973 50919 879 49857 49794 199 189 1000 99.3265453669117 92.6666666666667 57.3063017305193 48.9855146462839 42
"4100" "_ded_" "10" "5" "2" "1" "5" "0.8" "0.005" "1" "1" "5" 27 52 0.953802703247932 6606 48 39549 1880 199 9 325 4.10797872340426 102.8538320635 2.79502716616118 55.1874827866558 42
"510" "_ded_" "10" "6" "2" "1" "20" "0.3" "5e-05" "0.8" "1.2" "67" 190 1000 0.999956760496389 49928 847 48530 48528 199 190 1000 99.0343100890208 155 57.8351224819054 0 42
"610" "_ded_" "10" "6" "2" "1" "8" "0.6" "0.005" "1.9" "1.2" "270" 191 598 0.991685819926052 53662 830 52854 52398 199 189 1000 99.7426428489637 105.008771929825 57.1974318101455 61.303997770654 42
"710" "_ded_" "10" "9" "4" "1" "4" "0.8" "5e-05" "2.4" "1" "368" 51 16 0.878175561900578 21907 16 79663 3787 199 11 117 5.4259308159493 104.199641520375 3.74462014496499 55.2004712906664 42
"810" "_ded_" "10" "9" "5" "1" "20" "0.5" "0.005" "2.7" "1.2" "435" 52 19 0.526374985940839 18000 15 64267 2411 157 20 33 9.35586893405226 78.2169716761511 6.34867465682148 43.5036872351954 42
"910" "_ded_" "10" "9" "6" "1" "12" "0.2" "0.005" "1.3" "5" "177" 21 12 0.265349408350078 6810 9 17868 344 39 18 18 11.8488372093023 18.0664231910523 4.39060072624127 11.1854626271256 42
"1010" "_ded_" "11" "4" "2" "1" "12" "0.2" "0.005" "1.8" "5" "249" 24 21 0.531405546337995 3719 16 9044 419 53 19 35 12.1694510739857 25.2284057971014 4.64968203207432 15.4330727882927 42
"1110" "_ded_" "11" "4" "2" "1" "7" "0.2" "5e-05" "1.1" "1" "126" 78 148 0.0563916817585712 6519 88 16915 658 86 77 149 73.2522796352584 40.7374669373193 2.75871983539625 24.4310725795519 42
"1210" "_ded_" "11" "5" "2" "1" "13" "0.3" "5e-04" "2" "0.8" "289" 161 210 0.982079131109387 37881 215 41163 6819 199 34 1000 16.9584983135357 115.487042860471 10.4023011691255 48.6599066329503 42
"1310" "_ded_" "11" "5" "3" "1" "16" "0.9" "5e-04" "0.6" "0.5" "18" 32 55 0.125202265372168 5539 29 17296 789 58 31 58 26.6020278833967 28.0500999575937 2.68125585096011 17.4295270835006 42
"1410" "_ded_" "11" "6" "2" "1" "17" "0.5" "5e-04" "2.9" "0.8" "465" 191 776 0.999048702691612 58589 411 56786 56756 199 190 1000 98.793819155684 122.033333333333 57.9532928068338 55.6934239499096 42
"1510" "_ded_" "11" "6" "2" "1" "19" "0.9" "5e-04" "1.5" "0.5" "196" 191 574 0.999270786721689 65820 854 64245 64206 199 190 1000 100.415272715946 82 57.8753654428151 53.1393401698234 42
"1610" "_ded_" "11" "8" "4" "1" "18" "0.4" "0.005" "2.5" "0.8" "382" 45 18 0.701533264033264 15705 15 71947 3211 199 22 47 9.82497664279041 97.9718488128492 6.81590674053834 54.7031533147526 42
"1710" "_ded_" "11" "8" "5" "1" "14" "0.7" "0.005" "2.6" "0.5" "396" 41 13 0.490810034125606 14977 9 84025 3608 178 29 21 14.3539356984479 88.9008045562505 9.09877144668153 48.3056531744015 42
"1810" "_ded_" "12" "10" "8" "1" "5" "0.3" "5e-04" "2.8" "0.8" "449" 55 13 0.512340071163601 24516 12 122502 3674 149 25 22 10.446652150245 76.9993435890531 7.80409541240676 41.059281033289 42
"1910" "_ded_" "12" "5" "3" "1" "14" "0.5" "0.005" "2" "0.8" "287" 33 20 0.306378600823045 6957 13 19886 820 73 30 25 18.2219512195122 32.766547781391 9.17750640330593 19.5342972798195 42
"2010" "_ded_" "12" "6" "4" "1" "2" "0.5" "5e-04" "0.5" "0.5" "2" 14 15 0.63697705802969 4414 11 17420 728 36 11 24 7.61538461538461 19.2389168463935 2.73051624634196 11.0679168660013 42
"2110" "_ded_" "12" "6" "4" "1" "8" "0.2" "5e-05" "1.2" "5" "148" 44 61 0.0667931688804554 9023 24 24400 1101 82 44 61 40.0935513169846 35.3531052834886 3.08358767057739 24.107465357202 42
"2210" "_ded_" "12" "7" "4" "1" "4" "0.7" "5e-04" "1.9" "0.5" "256" 55 50 0.170474672334396 16019 16 75326 3099 199 52 52 39.352371732817 95.588741052515 9.99330327847984 57.8674468321993 42
"2310" "_ded_" "12" "7" "4" "1" "5" "0.2" "5e-05" "2.8" "0.5" "440" 72 30 0.381581027667984 23324 23 70655 3236 198 68 54 49.6990111248455 98.1647606757739 13.2104922568344 59.1841032210619 42
"2410" "_ded_" "12" "9" "4" "1" "15" "0.9" "5e-05" "1.9" "1" "263" 191 402 0.999781828279022 107583 946 105718 105690 199 190 1000 99.6861576308071 69.1428571428571 58.010464524495 52.1626475453633 42
"2510" "_ded_" "13" "10" "8" "1" "11" "0.2" "5e-04" "0.7" "0.8" "35" 35 31 0.0340826914007232 11096 17 37528 1121 42 35 31 29.5905441570027 20.3309253714945 4.70970310787666 12.5010146389546 42
"2610" "_ded_" "13" "5" "2" "1" "6" "0.8" "0.005" "2.3" "1" "348" 189 1000 0.984880462235754 60368 999 60870 59833 199 189 1000 99.7200207243494 114.716489874638 57.5747840573064 64.2507203512879 42
"2710" "_ded_" "13" "6" "2" "1" "16" "0.8" "5e-05" "1.2" "5" "153" 190 1000 0.999886279638369 75462 190 73919 73911 199 190 1000 100.606026166606 123.5 57.7971931042142 42.8585714047627 42
"2810" "_ded_" "13" "9" "5" "1" "9" "0.9" "5e-04" "2" "1.2" "295" 54 45 0.433810342934524 24676 17 114860 4406 199 37 59 18.5338175215615 99.3256740362504 10.4119077597948 56.3775875027051 42
"2910" "_ded_" "14" "10" "7" "1" "19" "0.8" "0.005" "2.7" "1.2" "436" 46 12 0.421615167312229 26163 9 91297 3745 105 35 19 15.8523364485981 54.4342105263158 10.7344269785449 29.0732539028894 42
"3010" "_ded_" "15" "10" "2" "1" "13" "0.2" "5e-05" "1.2" "5" "149" 190 1000 0.999982155284712 120632 322 117711 117709 199 190 1000 99.4572972330068 41 58.0050670084856 22.6274169979695 42
"3110" "_ded_" "15" "10" "4" "1" "9" "0.7" "5e-04" "1.9" "1" "262" 190 999 0.998053833717714 140156 419 138025 137732 199 189 1000 98.717574710307 102.501706484642 57.5048937794072 53.7049030039807 42
"3210" "_ded_" "15" "5" "2" "1" "17" "0.2" "5e-04" "0.9" "5" "93" 69 752 0.537003428110506 20926 309 54782 2545 199 63 887 55.5481335952849 100.501311331049 4.78287833535671 58.3353577083302 42
"3310" "_ded_" "15" "5" "2" "1" "18" "1" "5e-05" "1.3" "0.8" "157" 190 1000 0.9999016149208 76578 377 74594 74587 199 190 1000 100.53603174816 96.5714285714286 57.5680484433427 45.6758767215881 42
"3410" "_ded_" "15" "7" "5" "1" "2" "0.8" "5e-04" "0.9" "0.8" "80" 30 25 0.506479945949266 15393 20 50035 1816 80 25 37 12.2544052863436 38.787137850225 7.9045429193963 22.8618243685302 42
"3510" "_ded_" "15" "7" "6" "1" "16" "1" "5e-05" "2.1" "5" "319" 199 106 0.0467506401827116 30982 24 173388 8106 199 199 106 189.855785837651 91.3244999455476 6.21953315584424 53.3654423521099 42
"3610" "_ded_" "15" "9" "3" "1" "3" "0.8" "0.005" "2.6" "0.8" "402" 191 183 0.992840817424039 127243 210 123592 122682 199 190 1000 98.907435483608 104.49010989011 57.7530966947926 56.1583825308454 42
"3710" "_ded_" "16" "3" "1" "1" "7" "1" "0.005" "0.5" "0.8" "10" 190 1000 0.991009586716206 46446 883 45680 45277 199 190 1000 99.4948870287342 98.2779156327543 58.0264219412721 56.0639487715904 42
"3810" "_ded_" "16" "4" "3" "1" "20" "0.6" "5e-04" "1.8" "1" "244" 26 26 0.0934614308366757 6627 14 23393 1042 67 26 26 12.6842610364683 31.6469061786945 7.90001896184437 19.2769424269422 42
"3910" "_ded_" "16" "6" "2" "1" "8" "0.8" "0.005" "0.9" "0.5" "77" 191 840 0.992287679944499 91144 490 90368 89629 199 189 1000 98.9332358946323 99.5940460081191 57.5094956159013 55.3294177011374 42
"4010" "_ded_" "16" "7" "4" "1" "12" "0.3" "5e-04" "1.8" "0.8" "243" 71 34 0.249501457278724 27632 29 75879 2835 136 68 46 57.094885361552 65.9404605443294 7.04265349037652 39.9716960467043 42
"4110" "_ded_" "16" "7" "4" "1" "14" "1" "0.005" "0.6" "1" "25" 29 39 0.123870607919688 12752 21 30448 1398 50 27 43 22.4942775393419 24.3474698795181 3.24907940491865 14.8191092211338 42
"4210" "_ded_" "16" "7" "5" "1" "10" "0.3" "5e-05" "1.7" "5" "236" 72 60 0.0615087913666113 24655 30 75960 3148 128 72 60 63.9428208386277 57.5922375432621 6.35157111216829 37.6104219595884 42
"4310" "_ded_" "16" "8" "2" "1" "14" "0.4" "5e-05" "1.5" "0.5" "198" 191 884 0.999932291263638 109890 941 106498 106488 199 190 1000 99.7714672075727 106 57.8356982382226 73.8466880322559 42
"4410" "_ded_" "16" "8" "2" "1" "9" "0.8" "5e-05" "3" "0.5" "481" 191 330 0.999973856436981 124230 172 119972 119967 199 189 1000 99.7984195653805 67.2 57.3800482280301 30.970954134479 42
"4510" "_ded_" "16" "9" "5" "1" "14" "0.5" "5e-05" "1.5" "5" "213" 79 54 0.506046077474649 48369 43 142460 6012 199 49 98 27.9100133067199 101.489475844278 16.6255817319363 56.806663162755 42
"4610" "_ded_" "17" "10" "7" "1" "9" "0.7" "5e-04" "2.9" "5" "474" 68 24 0.218239051373736 40410 14 136855 5705 136 60 30 44.8916739702016 64.672573389249 9.48968819654255 39.3087869396753 42
"4710" "_ded_" "17" "3" "2" "1" "5" "0.7" "5e-04" "1.3" "5" "178" 21 26 0.54982254982255 4584 23 14981 599 46 6 39 2.61602671118531 23.8446669447921 2.03879027659234 12.5728666416869 42
"4810" "_ded_" "17" "4" "3" "1" "5" "0.4" "5e-04" "2.7" "0.8" "427" 37 19 0.0421416234887737 7640 11 29319 752 79 37 19 22.8617021276596 32.6570868484615 9.5125970879264 20.4334916017033 42
"4910" "_ded_" "17" "6" "4" "1" "10" "0.3" "0.005" "0.5" "0.8" "7" 14 14 0.293279569892473 5508 8 16124 402 27 10 22 2.77611940298507 13.3387609718865 3.10732813608547 7.61279810151313 42
"501" "_ded_" "17" "6" "4" "1" "18" "1" "5e-05" "1.8" "0.5" "239" 81 52 0.0989283699943598 35729 28 116492 5532 199 81 52 60.8546637744035 95.8632660418169 23.1004470613456 58.6434087674731 42
"511" "_ded_" "18" "3" "2" "1" "16" "0.4" "5e-04" "2.5" "5" "392" 23 22 0.327920280494556 4367 17 13111 611 54 15 29 7.21276595744681 26.02768 5.14962045800734 15.1082035478331 42
"521" "_ded_" "18" "3" "2" "1" "20" "0.8" "5e-04" "0.9" "0.8" "82" 19 26 0.231555631283012 4064 19 10669 288 34 17 33 8.65277777777778 16.6153549754359 5.4502110619163 9.74760042808874 42
"531" "_ded_" "18" "3" "2" "1" "4" "1" "0.005" "2.7" "1.2" "433" 27 14 0.315257462242835 5476 11 19694 919 61 21 20 9.57780195865071 29.3401331557923 6.46072322721605 16.5273852782229 42
"541" "_ded_" "18" "8" "6" "1" "19" "1" "5e-04" "1.3" "1.2" "165" 63 39 0.052952455136463 32182 23 87900 3695 88 63 39 56.0830852503383 40.8354967044712 5.41802853911977 25.2319338013185 42
"551" "_ded_" "19" "10" "7" "1" "11" "0.7" "5e-04" "1.6" "0.8" "220" 92 43 0.0662502415968232 51211 21 170628 7781 170 92 43 80.3288780362421 70.7085300926637 8.01758511605712 46.2210708090876 42
"561" "_ded_" "19" "3" "2" "1" "14" "0.5" "0.005" "1.9" "0.5" "255" 20 16 0.291446499339498 3765 12 17728 503 63 16 21 6.39165009940358 28.1615094339623 4.97360461730503 17.1987113913422 42
"571" "_ded_" "19" "3" "2" "1" "5" "0.7" "0.005" "3" "0.5" "483" 26 14 0.354464285714286 5434 11 24879 958 82 21 19 8.89144050104384 37.0512938422307 6.30343073993142 22.0341670516765 42
"581" "_ded_" "19" "5" "2" "1" "4" "0.7" "0.005" "2.7" "1.2" "434" 191 563 0.984491833923652 86042 719 85495 84184 199 190 1000 99.7445595362539 98.8024408848208 58.0646167725618 57.9010990956155 42
"591" "_ded_" "19" "5" "4" "1" "6" "0.5" "5e-04" "0.6" "1" "26" 16 22 0.0655125284738041 6062 10 16804 742 26 16 22 9.07951482479784 12.8152782966007 5.81360364564294 7.84374728702879 42
"601" "_ded_" "19" "6" "3" "1" "16" "0.2" "5e-05" "0.5" "0.8" "9" 199 470 0.0466826598001167 20312 76 107963 5040 199 199 470 190.8375 93.6171604014652 5.13388736379942 54.7115370458412 42
"611" "_ded_" "19" "7" "4" "1" "8" "0.8" "5e-04" "2.8" "5" "458" 77 28 0.536224674384949 45599 24 135605 5130 190 30 52 13.0789473684211 97.5010921632497 9.29104192194178 52.9327264293992 42
"621" "_ded_" "19" "7" "6" "1" "20" "0.4" "5e-04" "1.1" "0.5" "109" 31 21 0.204420309117837 15409 12 81303 2552 105 30 24 17.9353448275862 49.1531663089993 8.44727535689088 30.0437945964244 42
"631" "_ded_" "19" "8" "4" "1" "17" "0.9" "5e-04" "2.8" "0.5" "442" 119 50 0.717212283477344 86659 43 150200 6489 187 30 179 13.2205270457698 103.723778973078 9.3106529962528 55.72802724106 42
"641" "_ded_" "19" "8" "6" "1" "16" "1" "5e-04" "2.2" "1.2" "331" 90 36 0.0798767719072165 43650 18 154906 6037 154 88 38 75.6483352658605 70.914475142575 8.11518730763554 44.5343453722624 42
"651" "_ded_" "19" "8" "6" "1" "20" "0.3" "5e-05" "3" "1.2" "493" 194 63 0.168561780718076 76755 34 194601 7603 199 171 74 150.104695514928 94.9032342591899 12.6593846109509 57.7139341611336 42
"661" "_ded_" "19" "9" "4" "1" "16" "1" "5e-04" "1.5" "1.2" "210" 190 1000 0.998122117758609 174360 690 170292 169983 199 190 1000 99.811010512816 89.5987055016181 57.9924215074119 51.1209490022462 42
"671" "_ded_" "19" "9" "4" "1" "2" "0.6" "5e-04" "2.2" "1.2" "337" 198 203 0.0447107903188425 142750 66 151717 6930 199 198 203 184.59797979798 94.6481106729195 8.86778472691654 55.9095773110405 42
"681" "_ded_" "19" "9" "5" "1" "5" "0.2" "5e-04" "1.8" "5" "250" 44 20 0.414939181086174 25493 16 77589 3490 88 15 34 7.1025787965616 45.7048408210637 4.8269354120104 24.3637833146206 42
"691" "_ded_" "20" "3" "2" "1" "13" "0.8" "5e-04" "2" "1.2" "297" 36 32 0.19798162126682 7666 23 20065 878 62 32 38 23.6104783599089 27.757961119508 5.45498669260713 17.1087543138212 42
"701" "_ded_" "20" "3" "2" "1" "8" "0.3" "5e-04" "1.6" "1" "223" 18 22 0.296317829457364 3935 17 11982 542 38 11 27 5.28413284132841 18.2523601398601 3.67140208084761 10.3411027882859 42
"711" "_ded_" "20" "4" "2" "1" "18" "0.4" "5e-05" "1.5" "0.5" "199" 118 202 0.103420650142021 33602 93 66132 3139 199 116 210 103.424020388659 95.1730192243583 8.4087087405913 58.2138490697196 42
"721" "_ded_" "20" "5" "4" "1" "15" "0.3" "5e-05" "1.2" "5" "152" 34 41 0.323949269180458 9624 16 57109 2482 115 32 80 11.8759065269944 56.7234517729328 8.32259152607655 32.7229877818801 42
"731" "_ded_" "20" "7" "2" "1" "17" "0.7" "5e-04" "2.4" "1" "367" 190 999 0.999346399888888 131648 80 127652 127582 199 189 1000 99.0410716245238 89.5428571428571 57.4742696503174 51.6450218469651 42
"741" "_ded_" "20" "8" "2" "1" "10" "0.4" "5e-04" "2.6" "1.2" "408" 190 1000 0.999511684138398 136521 684 132969 132905 199 190 1000 99.4571761784733 91.390625 57.2907249067679 54.1434359525329 42
"751" "_ded_" "20" "8" "6" "1" "13" "0.8" "5e-05" "1.6" "0.5" "215" 83 44 0.079311950952675 42377 19 176223 7564 199 83 44 70.9873083024855 88.2009972785324 7.89075533647564 59.188400401757 42
"761" "_ded_" "20" "9" "2" "1" "3" "1" "5e-04" "1.2" "0.5" "133" 191 910 0.999608411553613 183352 742 178882 178808 199 190 1000 99.6605297302134 88.2837837837838 57.8940236648983 60.9312480891868 42
"771" "_ded_" "21" "10" "8" "1" "8" "0.9" "5e-05" "0.7" "1" "42" 199 177 0.0446448768148033 67159 53 313877 14013 199 199 177 186.265253692999 93.3306632339994 10.7027848738223 54.4788838113979 42
"781" "_ded_" "21" "4" "2" "1" "6" "0.3" "5e-05" "0.8" "1.2" "68" 36 68 0.579088024052113 12684 55 34069 1586 103 32 116 27.2862547288777 50.0255826124434 3.48009575569785 30.0721490140387 42
"791" "_ded_" "21" "4" "2" "1" "6" "0.9" "0.005" "1.7" "1.2" "235" 35 26 0.587603118141225 12969 25 69330 3220 180 21 90 10.5133540372671 89.5081228255937 6.14251441271962 49.1056637819202 42
"801" "_ded_" "21" "6" "2" "1" "13" "0.9" "0.005" "0.5" "0.5" "3" 190 999 0.992550470132743 123284 831 121720 120805 199 189 1000 99.708911055006 103.914754098361 57.6332384104312 57.9429409858282 42
"811" "_ded_" "21" "6" "5" "1" "16" "0.8" "0.005" "3" "1" "488" 41 14 0.103727801183937 19826 8 88108 1846 101 37 16 19.0677139761647 46.6783751825833 11.1122027154209 27.108539162543 42
"821" "_ded_" "21" "7" "2" "1" "19" "0.2" "0.005" "0.8" "0.8" "54" 190 1000 0.993718535781587 116708 393 115210 114481 199 190 1000 99.2910439286869 94.3854595336077 57.7379706121849 58.9264148807816 42
"831" "_ded_" "21" "7" "4" "1" "9" "0.7" "5e-05" "1.1" "0.5" "111" 129 107 0.0691389002353582 60272 64 153202 6646 196 128 109 114.49774300331 95.2680681787167 9.14013850279474 57.9429606038122 42
"841" "_ded_" "21" "9" "6" "1" "10" "0.3" "5e-04" "3" "1.2" "494" 119 31 0.187196635519929 55680 21 204133 7843 185 110 38 88.1610353181181 87.4161954251363 13.9767341034694 53.7124484430141 42
"851" "_ded_" "22" "10" "5" "1" "19" "0.7" "5e-05" "2.3" "1.2" "354" 199 528 0.0469917140443626 205848 159 210718 9902 199 199 528 187.02656029085 94.8540853318461 8.01424102775396 55.4035649159419 42
"861" "_ded_" "22" "10" "5" "1" "8" "0.7" "5e-05" "2.3" "1.2" "353" 197 312 0.0602121785466059 204169 60 211567 9968 199 27 321 19.0837680577849 103.653991339243 36.759208307197 55.4326603632561 42
"871" "_ded_" "22" "3" "2" "1" "16" "1" "0.005" "2.8" "1" "453" 32 17 0.241449677577341 8252 12 30636 1059 81 24 23 9.76581680830973 37.2583088210434 7.59003441793671 21.3710272267631 42
"881" "_ded_" "22" "3" "2" "1" "20" "1" "5e-04" "0.8" "5" "73" 20 31 0.229177648919346 5671 21 13253 513 32 16 39 5.3859649122807 15.9251177394035 5.41402600950337 9.15630192855929 42
"891" "_ded_" "22" "3" "2" "1" "4" "0.7" "5e-05" "1.1" "0.8" "116" 27 39 0.276502615565282 7334 33 19782 729 54 16 48 5.89300411522634 26.4694273867632 5.06816913224145 14.967792845542 42
"901" "_ded_" "22" "4" "2" "1" "13" "0.4" "0.005" "3" "1.2" "495" 40 21 0.56231972066191 13305 17 59435 2395 153 19 43 8.23507306889353 74.8049088359046 6.00614603981213 40.9664443970169 42
"911" "_ded_" "22" "5" "2" "1" "3" "0.2" "0.005" "0.8" "5" "72" 25 33 0.451519236752048 8766 27 21228 780 49 19 56 7.36153846153846 24.7922046165884 4.38723292950385 13.8789632622961 42
"921" "_ded_" "22" "5" "4" "1" "13" "0.9" "5e-05" "1.2" "1.2" "143" 77 62 0.0517730275458058 18066 24 75979 3403 100 77 62 71.0481927710843 44.1722194664903 3.80112983240574 27.5312834129521 42
"931" "_ded_" "22" "6" "4" "1" "3" "0.3" "5e-05" "2.6" "0.5" "398" 72 25 0.325063960072139 33942 20 125298 3724 173 68 34 25.62567132116 83.0122641354237 24.2566642463547 47.6829654561358 42
"941" "_ded_" "22" "9" "4" "1" "12" "0.6" "5e-05" "2.1" "1" "310" 190 998 0.999649491763056 179773 741 176640 176551 199 189 1000 99.1863257642268 62.9325842696629 57.8652838661098 28.3628268853349 42
"951" "_ded_" "23" "5" "2" "1" "2" "0.4" "0.005" "3" "5" "496" 67 31 0.646177303419734 27326 29 91830 4158 199 27 92 12.1642616642617 104.10813030386 8.31313450295418 55.5587276287334 42
"961" "_ded_" "23" "7" "2" "1" "20" "0.3" "5e-04" "2.3" "5" "356" 190 999 0.999464004287966 133634 274 129631 129562 199 189 1000 100.062340809805 71.1884057971015 57.7785426974695 64.6495701642412 42
"971" "_ded_" "23" "7" "4" "1" "3" "0.8" "5e-05" "2.7" "0.8" "425" 155 99 0.0562559562348593 59941 24 172122 8014 199 155 99 139.721362615423 94.5306444536525 9.31263506939011 57.5298434123731 42
"981" "_ded_" "23" "8" "3" "1" "20" "0.7" "5e-04" "2.5" "0.5" "380" 190 1000 0.998696629768729 173277 292 169630 169417 199 190 1000 99.6935549561142 94.3990610328639 57.7317681029032 56.4615865330683 42
"991" "_ded_" "23" "8" "3" "1" "7" "0.8" "5e-04" "0.9" "0.5" "75" 190 1000 0.998566011471908 176205 912 174623 174380 199 190 1000 99.9235520128455 101.835390946502 57.7102486307407 50.8053901463717 42
"1001" "_ded_" "23" "9" "4" "1" "12" "0.7" "5e-05" "2.2" "1.2" "330" 190 1000 0.999917690053666 194115 955 191015 191000 199 190 1000 99.428612565445 97.4666666666667 57.8904000546342 75.6824820895701 42
"1011" "_ded_" "24" "10" "3" "1" "12" "1" "0.005" "1.3" "1.2" "169" 190 1000 0.993298474296208 242030 863 238879 237277 199 190 1000 99.3246795938924 100.652309612984 57.6719020092396 56.9061674192925 42
"1021" "_ded_" "24" "10" "8" "1" "4" "1" "5e-04" "1.9" "1" "266" 51 16 0.332902252397888 53594 12 184206 8310 102 32 23 11.7496991576414 52.5474598626461 9.53485144165495 27.9426109015288 42
"1031" "_ded_" "24" "4" "2" "1" "7" "0.8" "5e-04" "2.7" "1" "430" 70 51 0.570756806487886 30785 34 92562 4363 199 35 161 16.5814806325923 103.68484903457 10.8407439504048 55.9248821229052 42
"1041" "_ded_" "24" "5" "2" "1" "13" "0.4" "5e-04" "1.9" "5" "277" 190 1000 0.998360536664833 102185 575 100956 100788 199 190 1000 99.1692959479303 109.547619047619 57.8386050892831 56.1593977742726 42
"1051" "_ded_" "24" "6" "4" "1" "3" "0.8" "5e-04" "0.5" "5" "16" 25 35 0.161011404000748 13637 21 32795 1544 37 23 41 15.1496113989637 17.6696105724617 6.75794051884741 10.8097433518628 42
"1061" "_ded_" "24" "8" "4" "1" "8" "0.8" "5e-05" "0.7" "1" "43" 192 300 0.246141938271012 166885 186 188120 8338 199 166 457 151.0813144639 97.0382296336674 7.90486243025133 58.0487845643648 42
"1071" "_ded_" "25" "3" "2" "1" "4" "0.9" "5e-04" "2.7" "1.2" "437" 39 23 0.203224596925384 10928 19 34330 873 74 28 29 13.3092783505155 36.0876647637266 8.81645763792789 20.4716664779637 42
"1081" "_ded_" "25" "3" "2" "1" "5" "0.7" "5e-04" "1.1" "0.5" "108" 20 23 0.250059537985235 5730 15 18932 813 48 18 29 10.7207872078721 22.4799381864341 5.32255386775062 13.0671933895693 42
"1091" "_ded_" "25" "4" "2" "1" "13" "0.3" "5e-05" "2.8" "0.5" "441" 170 132 0.308676734067059 64296 78 89325 4220 199 83 157 28.1516587677725 104.113271840667 24.3589483385352 56.4367422089812 42
"1101" "_ded_" "25" "4" "2" "1" "20" "0.6" "5e-05" "2.2" "5" "338" 198 378 0.0448890436544367 88822 128 95164 4401 199 198 378 185.87593728698 94.3773123409319 7.98584346542355 55.288068576229 42
"1111" "_ded_" "25" "6" "2" "1" "8" "0.4" "5e-04" "2.3" "1.2" "351" 190 1000 0.999269374181195 126599 177 124909 124819 199 190 1000 99.6994688308671 94.6222222222222 57.456343398374 61.1743828624511 42
"1121" "_ded_" "25" "7" "3" "1" "20" "1" "0.005" "2.1" "1" "306" 190 999 0.981571561638165 174463 345 174041 170895 199 189 1000 98.8957078908101 102.154799745709 57.9296478788926 56.6326561837821 42
"1131" "_ded_" "25" "8" "5" "1" "17" "0.8" "5e-05" "1" "5" "107" 199 202 0.04187143285005 62978 59 237059 9926 199 199 202 190.497884344147 94.1055328816156 6.61846478634459 54.6891028714391 42
"1141" "_ded_" "25" "9" "5" "1" "10" "0.9" "5e-05" "2.4" "1.2" "373" 197 157 0.0397774733536035 219409 59 241750 9985 199 197 157 102.62383575363 99.9959139645762 82.8004866268677 56.0386056086255 42
"1151" "_ded_" "26" "4" "2" "1" "4" "0.3" "0.005" "0.9" "1" "85" 19 22 0.358974358974359 7044 16 20665 644 42 14 33 5.73913043478261 20.8442635233005 4.36303109090723 11.5790822407367 42
"1161" "_ded_" "26" "5" "2" "1" "16" "0.5" "0.005" "1.9" "5" "273" 190 1000 0.985192359630088 112375 477 112556 110881 199 190 1000 99.1191096761393 98.3355223880597 57.812422451764 58.553906768551 42
"1171" "_ded_" "26" "5" "4" "1" "2" "0.3" "5e-04" "2.8" "1" "452" 42 16 0.0974881669535284 16714 12 65181 1458 71 37 18 13.4636488340192 33.8386924658287 12.1415969170206 19.1033470756662 42
"1181" "_ded_" "26" "6" "4" "1" "9" "0.8" "5e-04" "1.6" "0.8" "219" 39 24 0.265024090476328 25424 15 99358 3229 109 34 31 14.2359863734902 52.9169761466363 10.9034881016564 29.8197160740738 42
"1191" "_ded_" "27" "10" "8" "1" "11" "0.7" "0.005" "1.8" "1.2" "247" 33 12 0.173622161764454 32588 7 127577 3310 65 26 16 14.4770392749245 32.7322378427097 7.70167068461175 18.5061057664213 42
"1201" "_ded_" "27" "4" "2" "1" "10" "0.6" "0.005" "2.2" "5" "339" 40 30 0.513112182001569 16594 22 65015 2720 132 25 64 12.1029411764706 66.1010032907938 7.87627702555115 36.3629832432194 42
"1211" "_ded_" "27" "4" "2" "1" "15" "0.3" "0.005" "2.7" "1" "429" 47 28 0.393729080527663 17461 19 62786 2756 136 37 44 19.0228592162554 66.7710977844411 11.2628319215327 36.8501645293719 42
"1221" "_ded_" "27" "5" "2" "1" "14" "0.5" "5e-05" "1.8" "1.2" "246" 190 1000 0.999758027656543 118693 384 117070 117043 199 190 1000 99.6574763121246 82.8518518518518 57.7329604304229 49.1345904349266 42
"1231" "_ded_" "27" "6" "4" "1" "20" "0.6" "0.005" "1.3" "1" "163" 33 21 0.160496239132558 17736 12 54241 2234 58 32 24 19.1230975828111 28.3151306554887 9.4827523484709 16.5958659049918 42
"1241" "_ded_" "28" "10" "3" "1" "2" "0.3" "0.005" "0.9" "0.5" "74" 190 1000 0.990181701939812 206333 949 206827 204809 199 190 1000 99.1942248631652 101.701189296333 57.9127939922247 56.8008673442479 42
"1251" "_ded_" "28" "10" "6" "1" "3" "0.5" "5e-04" "1.4" "0.8" "184" 73 40 0.175588525842948 54778 25 214757 9483 165 69 47 54.7635769271328 72.9574276333096 9.23104463953937 46.6457268089452 42
"1261" "_ded_" "28" "10" "8" "1" "17" "0.5" "5e-04" "1.9" "5" "274" 70 33 0.0603856501591768 50669 15 182235 8508 98 70 33 60.0666431593794 45.4171372325545 6.18749419714574 28.5640805439699 42
